Frame,Timestamp,Record Type,sport,exercise,camera_view,input_mode,source_file,Pose,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Trunk Lean Angle,Athlete Depth (m),Center Depth (m),Barbell Detected,Barbell X (px),Barbell Y (px),Barbell Raw Horizontal Displacement (px),Barbell Raw Vertical Displacement (px),Barbell Raw Vertical Velocity (px/s),Barbell Raw Horizontal Velocity (px/s),Barbell Raw Max Height (px),Barbell X (m),Barbell Y (m),Barbell Z Depth (m),Barbell Raw Horizontal Displacement (m),Barbell Raw Vertical Displacement (m),Barbell Raw Vertical Velocity (m/s),Barbell Raw Horizontal Velocity (m/s),Barbell Raw Max Height (m),Barbell Horizontal Displacement (px),Barbell Vertical Displacement (px),Barbell Vertical Velocity (px/s),Barbell Horizontal Velocity (px/s),Barbell Max Height (px),Barbell Horizontal Displacement (m),Barbell Vertical Displacement (m),Barbell Vertical Velocity (m/s),Barbell Horizontal Velocity (m/s),Barbell Max Height (m),Barbell Above Head,Athlete Head Y (px),Barbell Head Clearance (px),Phase,Exercise,Camera View,Time (s)
717,2026-07-03T13:44:40.028,,,,,,,Detected,,131.0,,108.48,,103.5,,83.17,,,3.03,3.875,7.652,True,272.0,162.0,70.0,261.0,0.0,0.0,261.0,-0.2861,-0.4182,3.239,0.3603,1.3579,0.0273,-0.0186,1.3579,42.0,247.0,0.0,0.0,247.0,0.2203,1.2945,0.0273,-0.0186,1.2945,False,191.8,29.8,Jump Phase,Snatch,Side View,62.3514
718,2026-07-03T13:44:40.121,,,,,,,Detected,,125.7,,115.12,,105.2,,119.63,,,8.89,3.875,7.652,True,271.0,157.0,69.0,266.0,54.23,-10.85,266.0,-0.2868,-0.4374,3.188,0.3596,1.3771,0.2083,-0.0071,1.3771,41.0,252.0,54.23,-10.85,252.0,0.2196,1.3137,0.2083,-0.0071,1.3137,True,188.79,31.79,Jump Phase,Snatch,Side View,62.4436
719,2026-07-03T13:44:40.206,,,,,,,Detected,,126.19,,117.21,,106.19,,105.34,,,9.16,3.899,7.288,True,270.0,158.0,68.0,265.0,-11.94,-11.94,266.0,-0.2966,-0.4392,3.239,0.3498,1.3788,0.021,-0.1174,1.3788,40.0,251.0,-11.94,-11.94,252.0,0.2098,1.3154,0.021,-0.1174,1.3154,False,187.03,29.03,Jump Phase,Snatch,Side View,62.5286
720,2026-07-03T13:44:40.296,,,,,,,Detected,,123.44,,116.54,,105.1,,114.1,,,11.66,3.924,7.288,True,269.0,155.0,67.0,268.0,33.44,-11.15,268.0,-0.3019,-0.4549,3.239,0.3445,1.3946,0.1753,-0.0585,1.3946,39.0,254.0,33.44,-11.15,254.0,0.2045,1.3311,0.1753,-0.0585,1.3311,True,186.57,31.57,Jump Phase,Snatch,Side View,62.6185
721,2026-07-03T13:44:40.389,,,,,,,Detected,,123.55,,115.6,,108.32,,102.09,,,13.41,3.875,7.376,True,269.0,154.0,67.0,269.0,10.59,0.0,269.0,-0.3019,-0.4602,3.239,0.3445,1.3998,0.0555,0.0,1.3998,39.0,255.0,10.59,0.0,255.0,0.2045,1.3364,0.0555,0.0,1.3364,False,181.83,27.83,Jump Phase,Snatch,Side View,62.7116
722,2026-07-03T13:44:40.480,,,,,,,Detected,,119.51,,111.52,,110.19,,112.29,,,14.91,3.875,7.376,True,267.0,151.0,65.0,272.0,32.65,-21.77,272.0,-0.3107,-0.4734,3.222,0.3357,1.413,0.1439,-0.0963,1.413,37.0,258.0,32.65,-21.77,258.0,0.1957,1.3496,0.1439,-0.0963,1.3496,True,181.47,30.47,Jump Phase,Snatch,Side View,62.803
723,2026-07-03T13:44:40.560,,,,,,,Detected,,118.5,,111.18,,109.92,,132.07,,,15.11,3.899,7.749,True,267.0,151.0,65.0,272.0,0.0,0.0,272.0,-0.314,-0.4784,3.256,0.3324,1.418,0.0639,-0.042,1.418,37.0,258.0,0.0,0.0,258.0,0.1924,1.3546,0.0639,-0.042,1.3546,True,181.26,30.26,Jump Phase,Snatch,Side View,62.8832
724,2026-07-03T13:44:40.654,,,,,,,Detected,,116.32,,107.47,,108.92,,131.54,,,14.64,3.899,7.749,True,264.0,149.0,62.0,274.0,20.68,-31.02,274.0,-0.3281,-0.4864,3.239,0.3183,1.426,0.0825,-0.1457,1.426,34.0,260.0,20.68,-31.02,260.0,0.1783,1.3626,0.0825,-0.1457,1.3626,True,181.14,32.14,Jump Phase,Snatch,Side View,62.9773
725,2026-07-03T13:44:40.753,,,,,,,Detected,,113.76,,106.56,,112.01,,131.02,,118.77,15.7,3.924,7.749,True,264.0,149.0,62.0,274.0,0.0,0.0,274.0,-0.3281,-0.4864,3.239,0.3183,1.426,-0.0,0.0,1.426,34.0,260.0,0.0,0.0,260.0,0.1783,1.3626,-0.0,0.0,1.3626,True,189.13,40.13,Jump Phase,Snatch,Side View,63.0756
726,2026-07-03T13:44:40.841,,,,,,,Detected,,112.85,,107.3,,110.62,,155.86,,133.75,17.34,3.924,7.749,True,261.0,147.0,59.0,276.0,22.32,-33.48,276.0,-0.342,-0.4942,3.222,0.3044,1.4339,0.0879,-0.1554,1.4339,31.0,262.0,22.32,-33.48,262.0,0.1644,1.3705,0.0879,-0.1554,1.3705,True,191.91,44.91,Catch Phase,Snatch,Side View,63.1644
727,2026-07-03T13:44:40.918,,,,,,,Detected,,113.53,,110.26,,110.68,,161.95,,138.96,17.98,3.899,7.037,True,261.0,147.0,59.0,276.0,0.0,0.0,276.0,-0.3438,-0.4968,3.239,0.3026,1.4365,0.0335,-0.0232,1.4365,31.0,262.0,0.0,0.0,262.0,0.1626,1.3731,0.0335,-0.0232,1.3731,True,180.83,33.83,Catch Phase,Snatch,Side View,63.241
728,2026-07-03T13:44:40.999,,,,,,,Detected,,112.12,,109.99,,110.42,,167.48,,125.79,19.19,3.899,7.037,True,259.0,147.0,57.0,276.0,0.0,-24.84,276.0,-0.3543,-0.4968,3.239,0.2921,1.4365,-0.0,-0.1303,1.4365,29.0,262.0,0.0,-24.84,262.0,0.1521,1.3731,-0.0,-0.1303,1.3731,True,189.64,42.64,Catch Phase,Snatch,Side View,63.3221
729,2026-07-03T13:44:41.079,,,,,,,Detected,,110.93,,108.91,,109.95,,163.42,,134.0,20.48,3.875,7.466,True,259.0,147.0,57.0,276.0,0.0,0.0,276.0,-0.3543,-0.4968,3.239,0.2921,1.4365,-0.0,0.0,1.4365,29.0,262.0,0.0,0.0,262.0,0.1521,1.3731,-0.0,0.0,1.3731,True,201.54,54.54,Catch Phase,Snatch,Side View,63.4019
730,2026-07-03T13:44:41.174,,,,,,,Detected,,108.86,,109.18,,107.32,,151.3,,119.29,22.43,3.875,7.466,True,257.0,147.0,55.0,276.0,0.0,-21.02,276.0,-0.3648,-0.4968,3.239,0.2816,1.4365,-0.0,-0.1102,1.4365,27.0,262.0,0.0,-21.02,262.0,0.1416,1.3731,-0.0,-0.1102,1.3731,True,197.08,50.08,Catch Phase,Snatch,Side View,63.4966
731,2026-07-03T13:44:41.268,,,,,,,Detected,,109.74,,109.65,,107.05,,145.77,,112.95,22.2,3.924,7.652,True,257.0,146.0,55.0,277.0,10.46,0.0,277.0,-0.3629,-0.4995,3.222,0.2835,1.4391,0.0273,0.02,1.4391,27.0,263.0,10.46,0.0,263.0,0.1435,1.3757,0.0273,0.02,1.3757,True,198.82,52.82,Catch Phase,Snatch,Side View,63.5911
732,2026-07-03T13:44:41.363,,,,,,,Detected,,104.64,,103.96,,104.6,,161.81,,103.56,24.23,3.95,7.652,True,255.0,146.0,53.0,277.0,0.0,-21.42,277.0,-0.3753,-0.5021,3.239,0.2711,1.4417,0.0282,-0.1329,1.4417,25.0,263.0,0.0,-21.42,263.0,0.1311,1.3783,0.0282,-0.1329,1.3783,True,219.3,73.3,Catch Phase,Snatch,Side View,63.6855
733,2026-07-03T13:44:41.457,,,,,,,Detected,,102.56,,102.66,,106.46,,168.69,,117.73,25.18,3.875,7.652,True,255.0,147.0,53.0,276.0,-10.58,0.0,277.0,-0.3753,-0.4968,3.239,0.2711,1.4365,-0.0554,0.0,1.4417,25.0,262.0,-10.58,0.0,263.0,0.1311,1.3731,-0.0554,0.0,1.3783,True,226.34,79.34,Catch Phase,Snatch,Side View,63.7803
734,2026-07-03T13:44:41.553,,,,,,,Detected,,103.39,,103.1,,106.15,,166.24,,122.09,25.42,3.875,7.652,True,254.0,147.0,52.0,276.0,0.0,-10.51,277.0,-0.3805,-0.4968,3.239,0.2659,1.4365,-0.0,-0.0551,1.4417,24.0,262.0,0.0,-10.51,263.0,0.1259,1.3731,-0.0,-0.0551,1.3783,True,215.81,68.81,Catch Phase,Snatch,Side View,63.8757
735,2026-07-03T13:44:41.641,,,,,,,Detected,,102.94,,103.62,,108.33,,168.15,,113.02,26.13,3.875,7.037,True,253.0,147.0,51.0,276.0,0.0,-11.2,277.0,-0.3858,-0.4968,3.239,0.2606,1.4365,-0.0,-0.0587,1.4417,23.0,262.0,0.0,-11.2,263.0,0.1206,1.3731,-0.0,-0.0587,1.3783,True,220.73,73.73,Catch Phase,Snatch,Side View,63.9641
736,2026-07-03T13:44:41.722,,,,,,,Detected,,101.03,,102.0,,109.28,,168.12,,110.47,26.71,3.875,7.037,True,252.0,147.0,50.0,276.0,0.0,-12.42,277.0,-0.391,-0.4968,3.239,0.2554,1.4365,-0.0,-0.0652,1.4417,22.0,262.0,0.0,-12.42,263.0,0.1154,1.3731,-0.0,-0.0652,1.3783,True,219.24,72.24,Catch Phase,Snatch,Side View,64.045
737,2026-07-03T13:44:41.818,,,,,,,Detected,,99.73,,99.97,,111.28,,172.78,,118.24,26.57,3.875,7.749,True,252.0,147.0,50.0,276.0,0.0,0.0,277.0,-0.389,-0.4942,3.222,0.2574,1.4339,-0.0276,0.0217,1.4417,22.0,262.0,0.0,0.0,263.0,0.1174,1.3705,-0.0276,0.0217,1.3783,True,227.9,80.9,Catch Phase,Snatch,Side View,64.1405
738,2026-07-03T13:44:41.908,,,,,,,Detected,,98.56,,99.65,,110.96,,176.74,,125.04,26.71,3.875,7.749,True,251.0,148.0,49.0,275.0,-10.88,-10.88,277.0,-0.3963,-0.4916,3.239,0.2501,1.4312,-0.0286,-0.0794,1.4417,21.0,261.0,-10.88,-10.88,263.0,0.1101,1.3678,-0.0286,-0.0794,1.3783,True,227.26,79.26,Catch Phase,Snatch,Side View,64.2314
739,2026-07-03T13:44:41.990,,,,,,,Detected,,97.05,,99.07,,109.89,,176.42,,126.97,28.17,3.875,7.202,True,250.0,148.0,48.0,275.0,0.0,-12.42,277.0,-0.4036,-0.4942,3.256,0.2428,1.4338,0.032,-0.0913,1.4417,20.0,261.0,0.0,-12.42,263.0,0.1028,1.3704,0.032,-0.0913,1.3783,True,228.89,80.89,Overhead Squat Phase,Snatch,Side View,64.3129
740,2026-07-03T13:44:42.082,,,,,,,Detected,,94.88,,97.13,,108.43,,162.78,,153.15,29.18,3.85,7.202,True,248.0,148.0,46.0,275.0,0.0,-21.66,277.0,-0.4142,-0.4942,3.256,0.2322,1.4338,-0.0,-0.1142,1.4417,18.0,261.0,0.0,-21.66,263.0,0.0922,1.3704,-0.0,-0.1142,1.3783,True,229.17,81.17,Overhead Squat Phase,Snatch,Side View,64.405
741,2026-07-03T13:44:42.174,,,,,,,Detected,,95.18,,97.6,,110.55,,161.67,,158.19,28.9,3.875,7.951,True,249.0,148.0,47.0,275.0,0.0,10.81,277.0,-0.4068,-0.4916,3.239,0.2396,1.4312,-0.0279,0.0801,1.4417,19.0,261.0,0.0,10.81,263.0,0.0997,1.3678,-0.0279,0.0801,1.3783,True,230.54,82.54,Overhead Squat Phase,Snatch,Side View,64.4969
742,2026-07-03T13:44:42.270,,,,,,,Detected,,95.18,,97.6,,110.55,,160.27,,171.47,29.5,3.875,7.951,True,247.0,148.0,45.0,275.0,0.0,-21.01,277.0,-0.4173,-0.4916,3.239,0.2292,1.4312,-0.0,-0.1102,1.4417,17.0,261.0,0.0,-21.01,263.0,0.0892,1.3678,-0.0,-0.1102,1.3783,True,230.12,82.12,Overhead Squat Phase,Snatch,Side View,64.593
743,2026-07-03T13:44:42.362,,,,,,,Detected,,94.57,,97.85,,113.55,,158.01,,174.6,29.66,3.95,7.118,True,247.0,148.0,45.0,275.0,0.0,0.0,277.0,-0.4151,-0.489,3.222,0.2313,1.4287,-0.0278,0.0236,1.4417,17.0,261.0,0.0,0.0,263.0,0.0914,1.3653,-0.0278,0.0236,1.3783,True,230.26,82.26,Overhead Squat Phase,Snatch,Side View,64.6848
744,2026-07-03T13:44:42.457,,,,,,,Detected,,96.44,,98.5,,113.2,,157.45,,172.91,29.05,3.95,7.118,True,246.0,149.0,44.0,274.0,-10.55,-10.55,277.0,-0.4225,-0.4864,3.239,0.2239,1.426,-0.0281,-0.0784,1.4417,16.0,260.0,-10.55,-10.55,263.0,0.0839,1.3626,-0.0281,-0.0784,1.3783,True,230.76,81.76,Overhead Squat Phase,Snatch,Side View,64.7797
745,2026-07-03T13:44:42.556,,,,,,,Detected,,96.66,,97.62,,110.71,,156.03,,171.48,29.05,3.875,7.288,True,246.0,149.0,44.0,274.0,0.0,0.0,277.0,-0.4203,-0.4838,3.222,0.2261,1.4234,-0.0256,0.0223,1.4417,16.0,260.0,0.0,0.0,263.0,0.0861,1.36,-0.0256,0.0223,1.3783,True,231.17,82.17,Overhead Squat Phase,Snatch,Side View,64.8792
746,2026-07-03T13:44:42.643,,,,,,,Detected,,96.11,,97.99,,115.03,,154.12,,167.68,29.34,3.875,7.288,True,245.0,149.0,43.0,274.0,0.0,-11.66,277.0,-0.4255,-0.4838,3.222,0.2209,1.4234,-0.0,-0.0608,1.4417,15.0,260.0,0.0,-11.66,263.0,0.0809,1.36,-0.0,-0.0608,1.3783,True,231.56,82.56,Overhead Squat Phase,Snatch,Side View,64.9655
747,2026-07-03T13:44:42.742,,,,,,,Detected,,96.11,,97.27,,113.99,,155.59,,169.14,29.5,3.924,7.652,True,245.0,149.0,43.0,274.0,0.0,0.0,277.0,-0.4277,-0.4864,3.239,0.2187,1.426,0.0262,-0.023,1.4417,15.0,260.0,0.0,0.0,263.0,0.0787,1.3626,0.0262,-0.023,1.3783,True,231.67,82.67,Overhead Squat Phase,Snatch,Side View,65.0645
748,2026-07-03T13:44:42.836,,,,,,,Detected,,97.9,,98.88,,113.16,,156.14,,163.15,29.09,3.924,7.652,True,244.0,149.0,42.0,274.0,0.0,-11.13,277.0,-0.433,-0.4864,3.239,0.2134,1.426,-0.0,-0.0584,1.4417,14.0,260.0,0.0,-11.13,263.0,0.0734,1.3626,-0.0,-0.0584,1.3783,True,231.2,82.2,Overhead Squat Phase,Snatch,Side View,65.1592
749,2026-07-03T13:44:42.927,,,,,,,Detected,,97.9,,99.24,,110.95,,156.14,,164.17,29.09,3.899,7.037,True,244.0,149.0,42.0,274.0,0.0,0.0,277.0,-0.433,-0.4864,3.239,0.2134,1.426,-0.0,0.0,1.4417,14.0,260.0,0.0,0.0,263.0,0.0734,1.3626,-0.0,0.0,1.3783,True,230.83,81.83,Overhead Squat Phase,Snatch,Side View,65.2501
750,2026-07-03T13:44:43.022,,,,,,,Detected,,99.54,,100.32,,110.95,,155.24,,165.41,28.96,3.899,7.037,True,243.0,148.0,41.0,275.0,10.48,-10.48,277.0,-0.4359,-0.489,3.222,0.2105,1.4287,0.0279,-0.0308,1.4417,13.0,261.0,10.48,-10.48,263.0,0.0705,1.3653,0.0279,-0.0308,1.3783,True,230.49,82.49,Overhead Squat Phase,Snatch,Side View,65.345
751,2026-07-03T13:44:43.109,,,,,,,Detected,,99.54,,100.32,,109.55,,155.24,,165.41,28.8,3.924,7.288,True,243.0,148.0,41.0,275.0,0.0,0.0,277.0,-0.4359,-0.489,3.222,0.2105,1.4287,-0.0,0.0,1.4417,13.0,261.0,0.0,0.0,263.0,0.0705,1.3653,-0.0,0.0,1.3783,True,230.27,82.27,Overhead Squat Phase,Snatch,Side View,65.4318
752,2026-07-03T13:44:43.186,,,,,,,Detected,,101.11,,101.24,,109.19,,165.59,,155.7,28.48,3.924,7.288,True,242.0,147.0,40.0,276.0,12.74,-12.74,277.0,-0.4411,-0.4942,3.222,0.2053,1.4339,0.0664,-0.0664,1.4417,12.0,262.0,12.74,-12.74,263.0,0.0653,1.3705,0.0664,-0.0664,1.3783,True,228.85,81.85,Overhead Squat Phase,Snatch,Side View,65.5094
753,2026-07-03T13:44:43.268,,,,,,,Detected,,100.83,,99.97,,107.02,,165.87,,149.48,28.61,3.875,7.466,True,242.0,146.0,40.0,277.0,12.59,0.0,277.0,-0.4435,-0.5021,3.239,0.2029,1.4417,0.0988,-0.0293,1.4417,12.0,263.0,12.59,0.0,263.0,0.0629,1.3783,0.0988,-0.0293,1.3783,True,227.62,81.62,Overhead Squat Phase,Snatch,Side View,65.5908
754,2026-07-03T13:44:43.359,,,,,,,Detected,,101.4,,100.9,,104.21,,161.41,,161.46,28.61,3.875,7.466,True,241.0,145.0,39.0,278.0,10.79,-10.79,278.0,-0.4464,-0.5047,3.222,0.2,1.4443,0.0278,-0.0312,1.4443,11.0,264.0,10.79,-10.79,264.0,0.06,1.3809,0.0278,-0.0312,1.3809,True,226.66,81.66,Overhead Squat Phase,Snatch,Side View,65.6819
755,2026-07-03T13:44:43.441,,,,,,,Detected,99.86,101.68,101.2,100.16,106.71,103.92,,168.54,,140.99,28.74,3.826,7.652,True,242.0,146.0,40.0,277.0,-12.44,12.44,278.0,-0.4435,-0.5021,3.239,0.2029,1.4417,-0.0321,0.0359,1.4443,12.0,263.0,-12.44,12.44,264.0,0.0629,1.3783,-0.0321,0.0359,1.3809,True,226.05,80.05,Overhead Squat Phase,Snatch,Side View,65.7642
756,2026-07-03T13:44:43.531,,,,,,,Detected,98.3,101.97,101.7,101.48,111.75,103.2,,164.19,,142.13,28.9,3.826,7.652,True,241.0,144.0,39.0,279.0,21.93,-10.96,279.0,-0.4464,-0.5099,3.222,0.2,1.4495,0.0854,-0.0317,1.4495,11.0,265.0,21.93,-10.96,265.0,0.06,1.3861,0.0854,-0.0317,1.3861,True,224.18,80.18,Overhead Squat Phase,Snatch,Side View,65.8544
757,2026-07-03T13:44:43.611,,,,,,,Detected,99.23,101.97,101.7,101.48,113.27,103.2,,161.41,,163.34,28.45,3.924,8.273,True,241.0,144.0,39.0,279.0,0.0,0.0,279.0,-0.4511,-0.5153,3.256,0.1953,1.4549,0.0677,-0.0593,1.4549,11.0,265.0,0.0,0.0,265.0,0.0553,1.3915,0.0677,-0.0593,1.3915,True,223.54,79.54,Overhead Squat Phase,Snatch,Side View,65.9344
758,2026-07-03T13:44:43.704,,,,,,,Detected,101.02,105.55,104.04,103.4,111.3,104.52,,156.01,,163.03,27.43,3.924,8.273,True,240.0,142.0,38.0,281.0,21.42,-10.71,281.0,-0.454,-0.5231,3.239,0.1924,1.4627,0.0834,-0.0309,1.4627,10.0,267.0,21.42,-10.71,267.0,0.0524,1.3993,0.0834,-0.0309,1.3993,True,220.89,78.89,Overhead Squat Phase,Snatch,Side View,66.0268
759,2026-07-03T13:44:43.782,,,,,,,Detected,,105.55,,104.44,,106.97,,154.54,,149.04,27.43,3.924,8.055,True,240.0,142.0,38.0,281.0,0.0,0.0,281.0,-0.4563,-0.5258,3.256,0.1901,1.4654,0.0351,-0.0304,1.4654,10.0,267.0,0.0,0.0,267.0,0.0501,1.402,0.0351,-0.0304,1.402,True,220.0,78.0,Overhead Squat Phase,Snatch,Side View,66.1052
760,2026-07-03T13:44:43.862,,,,,,,Detected,104.54,106.67,108.19,105.83,112.38,106.97,,154.27,,147.53,27.29,3.924,8.055,True,239.0,140.0,37.0,283.0,25.42,-12.71,283.0,-0.4616,-0.5363,3.256,0.1848,1.476,0.1339,-0.067,1.476,9.0,269.0,25.42,-12.71,269.0,0.0448,1.4126,0.1339,-0.067,1.4126,True,218.26,78.26,Overhead Squat Phase,Snatch,Side View,66.1846
761,2026-07-03T13:44:43.939,,,,,,,Detected,,107.56,,106.46,,105.57,,153.03,,146.02,27.0,3.875,7.558,True,239.0,139.0,37.0,284.0,12.66,0.0,284.0,-0.4592,-0.5388,3.239,0.1872,1.4784,0.0309,0.0305,1.4784,9.0,270.0,12.66,0.0,270.0,0.0472,1.415,0.0309,0.0305,1.415,True,218.32,79.32,Overhead Squat Phase,Snatch,Side View,66.2621
762,2026-07-03T13:44:44.020,,,,,,,Detected,,106.87,,105.42,,108.08,,153.07,,147.57,26.57,3.875,7.558,True,239.0,137.0,37.0,286.0,25.15,0.0,286.0,-0.4592,-0.5493,3.239,0.1872,1.4889,0.1318,0.0,1.4889,9.0,272.0,25.15,0.0,272.0,0.0472,1.4255,0.1318,0.0,1.4255,True,215.93,78.93,Overhead Squat Phase,Snatch,Side View,66.3427
763,2026-07-03T13:44:44.100,,,,,,,Detected,,105.69,,104.79,,106.61,,152.48,,149.44,26.71,3.924,7.558,True,239.0,138.0,37.0,285.0,-12.34,0.0,286.0,-0.4642,-0.5499,3.274,0.1822,1.4895,0.0079,-0.0612,1.4895,9.0,271.0,-12.34,0.0,272.0,0.0422,1.4261,0.0079,-0.0612,1.4261,True,215.36,77.36,Overhead Squat Phase,Snatch,Side View,66.4224
764,2026-07-03T13:44:44.177,,,,,,,Detected,,107.56,,105.73,,110.56,,151.74,,173.39,26.0,3.924,7.558,True,239.0,136.0,37.0,287.0,26.4,0.0,287.0,-0.4642,-0.5605,3.274,0.1822,1.5001,0.1398,0.0,1.5001,9.0,273.0,26.4,0.0,273.0,0.0422,1.4367,0.1398,0.0,1.4367,True,212.05,76.05,Overhead Squat Phase,Snatch,Side View,66.5
765,2026-07-03T13:44:44.257,,,,,,,Detected,,109.44,,107.4,,109.53,,153.76,,177.52,25.71,3.875,7.558,True,239.0,135.0,37.0,288.0,12.44,0.0,288.0,-0.4616,-0.5627,3.256,0.1848,1.5023,0.0272,0.0318,1.5023,9.0,274.0,12.44,0.0,274.0,0.0448,1.4389,0.0272,0.0318,1.4389,True,211.41,76.41,Overhead Squat Phase,Snatch,Side View,66.5796
766,2026-07-03T13:44:44.336,,,,,,,Detected,,110.66,,107.32,,107.32,,154.29,,177.28,25.27,3.875,7.558,True,238.0,134.0,36.0,289.0,12.48,-12.48,289.0,-0.4669,-0.5679,3.256,0.1795,1.5076,0.0657,-0.0658,1.5076,8.0,275.0,12.48,-12.48,275.0,0.0395,1.4442,0.0657,-0.0658,1.4442,True,212.69,78.69,Overhead Squat Phase,Snatch,Side View,66.6591
767,2026-07-03T13:44:44.414,,,,,,,Detected,,110.77,,108.37,,104.84,,152.08,,143.3,25.42,3.924,7.652,True,239.0,133.0,37.0,290.0,12.76,12.76,290.0,-0.4592,-0.5702,3.239,0.1872,1.5098,0.029,0.0981,1.5098,9.0,276.0,12.76,12.76,276.0,0.0472,1.4464,0.029,0.0981,1.4464,True,213.36,80.36,Overhead Squat Phase,Snatch,Side View,66.7374
768,2026-07-03T13:44:44.497,,,,,,,Detected,,113.12,,112.09,,107.4,,151.74,,170.57,25.84,3.924,7.652,True,238.0,132.0,36.0,291.0,12.36,-12.36,291.0,-0.4645,-0.5755,3.239,0.182,1.5151,0.0648,-0.0648,1.5151,8.0,277.0,12.36,-12.36,277.0,0.042,1.4517,0.0648,-0.0648,1.4517,True,213.71,81.71,Overhead Squat Phase,Snatch,Side View,66.8198
769,2026-07-03T13:44:44.575,,,,,,,Detected,,113.69,,111.36,,106.74,,153.85,,173.26,25.55,3.924,8.163,True,238.0,132.0,36.0,291.0,0.0,0.0,291.0,-0.4695,-0.5817,3.274,0.1769,1.5213,0.0789,-0.0637,1.5213,8.0,277.0,0.0,0.0,277.0,0.0369,1.4579,0.0789,-0.0637,1.4579,True,213.99,81.99,Overhead Squat Phase,Snatch,Side View,66.8975
770,2026-07-03T13:44:44.665,,,,,,,Detected,,113.69,,112.08,,106.06,,153.97,,173.8,25.11,3.924,8.163,True,239.0,129.0,37.0,294.0,33.18,11.06,294.0,-0.4642,-0.5976,3.274,0.1822,1.5372,0.1758,0.0586,1.5372,9.0,280.0,33.18,11.06,280.0,0.0422,1.4738,0.1758,0.0586,1.4738,True,209.98,80.98,Overhead Squat Phase,Snatch,Side View,66.988
771,2026-07-03T13:44:44.745,,,,,,,Detected,,114.39,,113.83,,107.24,,153.97,,179.05,24.84,3.899,7.466,True,239.0,129.0,37.0,294.0,0.0,0.0,294.0,-0.4642,-0.5976,3.274,0.1822,1.5372,-0.0,0.0,1.5372,9.0,280.0,0.0,0.0,280.0,0.0422,1.4738,-0.0,0.0,1.4738,True,208.78,79.78,Overhead Squat Phase,Snatch,Side View,67.0675
772,2026-07-03T13:44:44.830,,,,,,,Detected,,116.79,,114.82,,109.5,,152.49,,176.01,24.29,3.899,7.466,True,238.0,127.0,36.0,296.0,24.84,-12.42,296.0,-0.4669,-0.6048,3.256,0.1795,1.5445,0.0901,-0.0338,1.5445,8.0,282.0,24.84,-12.42,282.0,0.0395,1.481,0.0901,-0.0338,1.481,True,207.71,80.71,Overhead Squat Phase,Snatch,Side View,67.153
773,2026-07-03T13:44:44.923,,,,,,,Detected,,118.35,,117.19,,108.35,,149.77,,170.03,24.16,3.95,7.466,True,238.0,127.0,36.0,296.0,0.0,0.0,296.0,-0.4695,-0.6082,3.274,0.1769,1.5478,0.0348,-0.0269,1.5478,8.0,282.0,0.0,0.0,282.0,0.0369,1.4844,0.0348,-0.0269,1.4844,True,207.96,80.96,Overhead Squat Phase,Snatch,Side View,67.2454
774,2026-07-03T13:44:45.012,,,,,,,Detected,,119.66,,117.93,,111.73,,161.02,,143.36,23.87,3.95,7.466,True,237.0,124.0,35.0,299.0,33.28,-11.09,299.0,-0.4722,-0.6206,3.256,0.1742,1.5603,0.1382,-0.0299,1.5603,7.0,285.0,33.28,-11.09,285.0,0.0342,1.4969,0.1382,-0.0299,1.4969,True,207.03,83.03,Overhead Squat Phase,Snatch,Side View,67.3349
775,2026-07-03T13:44:45.090,,,,,,,Detected,,118.83,,117.67,,114.53,,157.05,,157.62,23.99,3.899,7.288,True,238.0,123.0,36.0,300.0,12.74,12.74,300.0,-0.4695,-0.6294,3.274,0.1769,1.569,0.1112,0.0343,1.569,8.0,286.0,12.74,12.74,286.0,0.0369,1.5056,0.1112,0.0343,1.5056,True,207.37,84.37,Overhead Squat Phase,Snatch,Side View,67.4134
776,2026-07-03T13:44:45.166,,,,,,,Detected,,122.32,,121.37,,111.9,,153.77,,175.66,23.57,3.899,7.288,True,237.0,120.0,35.0,303.0,38.63,-12.88,303.0,-0.4748,-0.6452,3.274,0.1716,1.5849,0.2046,-0.0683,1.5849,7.0,289.0,38.63,-12.88,289.0,0.0316,1.5215,0.2046,-0.0683,1.5215,True,206.44,86.44,Overhead Squat Phase,Snatch,Side View,67.4885
777,2026-07-03T13:44:45.245,,,,,,,Detected,,122.86,,121.91,,111.9,,152.28,,172.38,23.16,3.924,7.849,True,237.0,121.0,35.0,302.0,-12.95,0.0,303.0,-0.4748,-0.6399,3.274,0.1716,1.5796,-0.0686,0.0,1.5849,7.0,288.0,-12.95,0.0,289.0,0.0316,1.5162,-0.0686,0.0,1.5215,True,205.19,84.19,Overhead Squat Phase,Snatch,Side View,67.5676
778,2026-07-03T13:44:45.324,,,,,,,Detected,,124.81,,122.96,,111.9,,152.04,,164.54,22.36,3.924,7.849,True,237.0,118.0,35.0,305.0,38.14,0.0,305.0,-0.4722,-0.6522,3.256,0.1742,1.5919,0.1562,0.0332,1.5919,7.0,291.0,38.14,0.0,291.0,0.0342,1.5285,0.1562,0.0332,1.5285,True,188.29,70.29,Overhead Squat Phase,Snatch,Side View,67.6472
