time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px
26.001,Weightlifting,Snatch,Side View,Turnover,Detected,,166.85,,167.28,,115.76,,171.12,,153.43,8.82,4.001,7.951,True,257.0,143.0,32.0,241.0,15.9,0.0,255.0
26.064,Weightlifting,Snatch,Side View,Turnover,Detected,,167.43,,167.28,,118.41,,169.27,,143.87,8.17,4.001,7.951,True,256.0,141.0,31.0,243.0,31.58,-15.79,255.0
26.126,Weightlifting,Snatch,Side View,Turnover,Detected,,167.43,,167.16,,119.8,,169.21,,156.95,8.17,3.975,7.951,True,255.0,140.0,30.0,244.0,16.06,-16.06,255.0
26.191,Weightlifting,Snatch,Side View,Turnover,Detected,,167.94,,167.16,,119.8,,170.91,,154.25,7.92,3.975,7.951,True,257.0,140.0,32.0,244.0,0.0,30.74,255.0
26.252,Weightlifting,Snatch,Side View,Turnover,Detected,,167.94,,167.16,,119.8,,169.61,,147.14,7.96,4.028,7.849,True,258.0,139.0,33.0,245.0,16.4,16.4,255.0
26.317,Weightlifting,Snatch,Side View,Turnover,Detected,,168.46,,167.05,,121.12,,172.72,,163.61,7.7,4.028,7.849,True,257.0,135.0,32.0,249.0,61.84,-15.46,255.0
26.376,Weightlifting,Snatch,Side View,Turnover,Detected,,168.39,,167.1,,121.24,,174.03,,172.33,7.7,3.95,7.376,True,256.0,133.0,31.0,251.0,33.47,-16.74,255.0
26.44,Weightlifting,Snatch,Side View,Turnover,Detected,,168.39,,167.21,,117.7,,172.72,,180.0,7.43,3.95,7.376,True,252.0,134.0,27.0,250.0,-15.75,-63.01,255.0
26.501,Weightlifting,Snatch,Side View,Turnover,Detected,,168.46,,167.16,,116.57,,172.72,,180.0,7.39,3.95,7.749,True,252.0,134.0,27.0,250.0,0.0,0.0,255.0
26.566,Weightlifting,Snatch,Side View,Turnover,Detected,,169.26,,167.28,,115.24,,175.44,,175.97,6.9,3.95,7.749,True,251.0,135.0,26.0,249.0,-15.55,-15.55,255.0
26.631,Weightlifting,Snatch,Side View,Turnover,Detected,,168.49,,165.75,,114.48,,175.82,,173.76,6.87,3.95,7.466,True,250.0,137.0,25.0,247.0,-30.9,-15.45,255.0
26.697,Weightlifting,Snatch,Side View,Turnover,Detected,,169.32,,166.58,,114.48,,179.24,,167.16,6.27,3.95,7.466,True,250.0,139.0,25.0,245.0,-30.57,0.0,255.0
26.753,Weightlifting,Snatch,Side View,Turnover,Detected,,169.32,,166.58,,114.48,,177.01,,161.92,6.31,4.001,7.749,True,250.0,140.0,25.0,244.0,-17.1,0.0,255.0
26.817,Weightlifting,Snatch,Side View,Turnover,Detected,,169.32,,166.58,,114.48,,177.94,,159.78,6.31,4.001,7.749,True,249.0,142.0,24.0,242.0,-31.85,-15.92,255.0
26.879,Weightlifting,Snatch,Side View,Turnover,Detected,,169.26,,166.46,,115.8,,175.95,,164.98,6.34,4.028,7.558,True,247.0,142.0,22.0,242.0,0.0,-32.23,255.0
26.941,Weightlifting,Snatch,Side View,Catch,Detected,,168.49,,165.07,,115.17,,173.46,,165.26,6.27,4.028,7.558,True,247.0,161.0,22.0,223.0,-308.87,0.0,255.0
27.004,Weightlifting,Snatch,Side View,Catch,Detected,,167.98,,165.0,,116.43,,162.57,,177.83,6.24,3.975,7.376,True,248.0,157.0,23.0,227.0,63.01,15.75,255.0
27.066,Weightlifting,Snatch,Side View,Turnover,Detected,,167.76,,164.17,,113.3,,166.02,,175.93,6.44,3.975,7.376,True,247.0,154.0,22.0,230.0,47.93,-15.98,255.0
27.129,Weightlifting,Snatch,Side View,Catch,Detected,,167.76,,164.17,,114.68,,156.03,,172.27,6.14,3.95,7.749,True,247.0,163.0,22.0,221.0,-145.78,0.0,255.0
27.194,Weightlifting,Snatch,Side View,Turnover,Detected,,167.76,,163.42,,111.62,,159.73,,174.13,6.44,3.95,7.749,True,248.0,163.0,23.0,221.0,0.0,15.33,255.0
27.256,Weightlifting,Snatch,Side View,Turnover,Detected,,166.85,,161.84,,110.87,,162.03,,179.39,6.51,4.001,7.652,True,247.0,160.0,22.0,224.0,48.19,-16.06,255.0
27.318,Weightlifting,Snatch,Side View,Turnover,Detected,,167.39,,161.84,,109.98,,170.89,,169.3,6.34,4.001,7.652,True,248.0,156.0,23.0,228.0,65.01,16.25,255.0
27.379,Weightlifting,Snatch,Side View,Turnover,Detected,,167.39,,161.84,,108.6,,173.18,,155.56,6.34,3.95,7.376,True,247.0,154.0,22.0,230.0,32.63,-16.32,255.0
27.441,Weightlifting,Snatch,Side View,Turnover,Detected,,167.18,,160.28,,107.85,,179.32,,145.86,5.71,3.95,7.376,True,248.0,153.0,23.0,231.0,15.79,15.79,255.0
27.505,Weightlifting,Snatch,Side View,Turnover,Detected,,167.15,,160.18,,107.85,,179.8,,124.26,5.4,3.975,7.376,True,248.0,153.0,23.0,231.0,0.0,0.0,255.0
27.569,Weightlifting,Snatch,Side View,Turnover,Detected,,168.62,,161.84,,108.02,,177.22,,132.97,5.11,3.975,7.376,True,248.0,151.0,23.0,233.0,31.47,0.0,255.0
27.63,Weightlifting,Snatch,Side View,Turnover,Detected,,169.24,,161.84,,107.18,,174.96,,133.96,4.79,3.975,7.376,True,248.0,150.0,23.0,234.0,16.61,0.0,255.0
27.691,Weightlifting,Snatch,Side View,Turnover,Detected,,170.65,,163.35,,107.93,,177.18,,122.68,4.45,3.95,7.376,True,248.0,150.0,23.0,234.0,0.0,0.0,255.0
27.752,Weightlifting,Snatch,Side View,Turnover,Detected,,171.15,,163.27,,106.46,,175.2,,135.93,4.15,3.975,7.466,True,249.0,150.0,24.0,234.0,0.0,16.28,255.0
27.815,Weightlifting,Snatch,Side View,Catch,Detected,,171.15,,163.27,,106.46,,178.47,,170.2,4.47,3.975,7.466,True,247.0,156.0,22.0,228.0,-95.1,-31.7,255.0
27.881,Weightlifting,Snatch,Side View,Turnover,Detected,,171.15,,163.27,,106.46,,176.27,,172.87,4.13,3.95,7.558,True,246.0,157.0,21.0,227.0,-15.47,-15.47,255.0
27.94,Weightlifting,Snatch,Side View,Turnover,Detected,,171.36,,164.81,,105.71,,175.7,,173.29,4.42,3.95,7.558,True,247.0,158.0,22.0,226.0,-16.63,16.63,255.0
28.005,Weightlifting,Snatch,Side View,Turnover,Detected,,171.36,,164.81,,105.71,,175.7,,172.87,4.42,3.975,7.951,True,247.0,159.0,22.0,225.0,-15.41,0.0,255.0
28.067,Weightlifting,Snatch,Side View,Turnover,Detected,,172.84,,166.43,,106.47,,178.8,,170.39,4.11,3.975,7.951,True,247.0,158.0,22.0,226.0,15.97,0.0,255.0
28.131,Weightlifting,Snatch,Side View,Turnover,Detected,,172.8,,166.43,,106.47,,176.27,,172.41,4.13,4.001,7.951,True,246.0,158.0,21.0,226.0,0.0,-15.95,255.0
28.191,Weightlifting,Snatch,Side View,Catch,Detected,,174.53,,168.93,,107.23,,162.23,,165.96,4.13,4.001,7.951,True,246.0,168.0,21.0,216.0,-165.39,0.0,255.0
28.255,Weightlifting,Snatch,Side View,Turnover,Detected,,176.02,,169.8,,107.23,,163.89,,167.01,3.81,3.975,7.749,True,246.0,167.0,21.0,217.0,15.51,0.0,255.0
28.319,Weightlifting,Snatch,Side View,Turnover,Detected,,176.05,,169.67,,107.1,,170.34,,177.12,3.79,3.975,7.749,True,245.0,166.0,20.0,218.0,15.66,-15.66,255.0
28.382,Weightlifting,Snatch,Side View,Turnover,Detected,,176.05,,169.67,,107.1,,173.23,,107.73,3.48,3.975,7.749,True,243.0,166.0,18.0,218.0,0.0,-31.64,255.0
28.443,Weightlifting,Snatch,Side View,Turnover,Detected,,177.76,,172.18,,107.88,,169.76,,118.93,3.5,3.975,7.749,True,241.0,165.0,16.0,219.0,16.34,-32.68,255.0
28.506,Weightlifting,Snatch,Side View,Turnover,Detected,,177.72,,172.18,,108.66,,169.94,,147.11,3.52,3.975,7.749,True,241.0,161.0,16.0,223.0,63.29,0.0,255.0
28.573,Weightlifting,Snatch,Side View,Catch,Detected,,177.72,,172.18,,107.08,,166.07,,168.16,3.52,3.975,7.749,True,241.0,167.0,16.0,217.0,-89.25,0.0,255.0
28.635,Weightlifting,Snatch,Side View,Turnover,Detected,,179.22,,173.05,,107.08,,161.96,,175.79,3.2,3.975,7.849,True,242.0,167.0,17.0,217.0,0.0,16.27,255.0
28.697,Weightlifting,Snatch,Side View,Catch,Detected,,179.22,,172.96,,109.37,,132.46,,128.16,3.23,3.975,7.849,True,248.0,172.0,23.0,212.0,-80.64,96.77,255.0
28.762,Weightlifting,Snatch,Side View,Turnover,Detected,,179.19,,172.96,,109.37,,141.89,,137.62,3.25,4.001,7.652,True,248.0,171.0,23.0,213.0,15.29,0.0,255.0
28.824,Weightlifting,Snatch,Side View,Turnover,Detected,,179.22,,173.1,,110.37,,148.37,,144.36,2.93,4.001,7.652,True,248.0,168.0,23.0,216.0,48.76,0.0,255.0
28.885,Weightlifting,Snatch,Side View,Turnover,Detected,,178.32,,172.21,,110.37,,165.33,,165.52,2.93,3.95,7.558,True,247.0,165.0,22.0,219.0,49.17,-16.39,255.0
28.946,Weightlifting,Snatch,Side View,Turnover,Detected,,179.25,,173.88,,109.5,,173.88,,172.79,2.91,3.95,7.558,True,244.0,165.0,19.0,219.0,0.0,-49.59,255.0
29.006,Weightlifting,Snatch,Side View,Turnover,Detected,,179.25,,173.88,,109.5,,179.94,,144.78,2.91,3.924,7.466,True,241.0,165.0,16.0,219.0,0.0,-48.49,255.0
29.071,Weightlifting,Snatch,Side View,Turnover,Detected,,178.99,,172.99,,111.15,,178.73,,152.86,2.26,3.924,7.466,True,240.0,166.0,15.0,218.0,-15.64,-15.64,255.0
29.132,Weightlifting,Snatch,Side View,Turnover,Detected,,178.09,,172.87,,112.86,,175.2,,149.33,2.26,4.001,8.055,True,240.0,167.0,15.0,217.0,-16.36,0.0,255.0
29.197,Weightlifting,Snatch,Side View,Turnover,Detected,,178.07,,172.87,,112.86,,174.81,,160.99,2.28,4.001,8.055,True,244.0,168.0,19.0,216.0,-15.45,61.8,255.0
29.258,Weightlifting,Snatch,Side View,Turnover,Detected,,178.07,,172.87,,112.86,,172.47,,160.23,1.96,3.95,7.288,True,244.0,169.0,19.0,215.0,-16.58,0.0,255.0
29.321,Weightlifting,Snatch,Side View,Turnover,Detected,,178.71,,172.87,,112.86,,170.98,,161.93,1.64,3.95,7.288,True,244.0,170.0,19.0,214.0,-15.87,0.0,255.0
29.381,Weightlifting,Snatch,Side View,Turnover,Detected,,178.07,,172.87,,114.48,,175.59,,166.23,1.96,3.975,7.558,True,244.0,171.0,19.0,213.0,-16.57,0.0,255.0
29.447,Weightlifting,Snatch,Side View,Turnover,Detected,,178.7,,172.2,,112.85,,171.84,,165.77,1.65,3.975,7.558,True,244.0,173.0,19.0,211.0,-30.55,0.0,255.0
29.504,Weightlifting,Snatch,Side View,Turnover,Detected,,179.35,,172.2,,112.18,,166.61,,163.58,1.32,3.975,7.951,True,244.0,175.0,19.0,209.0,-34.71,0.0,255.0
29.568,Weightlifting,Snatch,Side View,Turnover,Detected,,179.76,,173.96,,111.37,,162.22,,156.6,0.99,3.975,7.951,True,244.0,174.0,19.0,210.0,15.7,0.0,255.0
29.63,Weightlifting,Snatch,Side View,Turnover,Detected,,179.73,,173.98,,111.37,,146.95,,141.34,0.98,3.95,7.466,True,246.0,174.0,21.0,210.0,0.0,32.27,255.0
29.691,Weightlifting,Snatch,Side View,Turnover,Detected,,179.09,,173.98,,111.37,,131.19,,121.72,0.33,3.95,7.466,True,247.0,172.0,22.0,212.0,32.55,16.27,255.0
29.755,Weightlifting,Snatch,Side View,Turnover,Detected,,178.45,,173.96,,112.31,,124.34,,114.11,0.0,3.975,7.558,True,247.0,170.0,22.0,214.0,31.23,0.0,255.0
29.817,Weightlifting,Snatch,Side View,Turnover,Detected,,180.0,,173.07,,111.37,,116.57,,109.98,0.33,3.975,7.558,True,249.0,172.0,24.0,212.0,-32.33,32.33,255.0
29.88,Weightlifting,Snatch,Side View,Turnover,Detected,,180.0,,173.07,,111.37,,120.96,,114.38,0.0,3.924,7.288,True,249.0,172.0,24.0,212.0,0.0,0.0,255.0
29.942,Weightlifting,Snatch,Side View,Turnover,Detected,,180.0,,172.97,,112.22,,123.69,,114.94,0.33,3.924,7.288,True,247.0,172.0,22.0,212.0,0.0,-32.06,255.0
30.004,Weightlifting,Snatch,Side View,Turnover,Detected,,179.1,,174.64,,112.99,,122.01,,112.92,0.33,3.95,7.558,True,246.0,174.0,21.0,210.0,-32.64,-16.32,255.0
30.069,Weightlifting,Snatch,Side View,Turnover,Detected,,179.1,,174.55,,114.62,,122.01,,112.92,0.33,3.95,7.558,True,246.0,174.0,21.0,210.0,0.0,0.0,255.0
30.128,Weightlifting,Snatch,Side View,Turnover,Detected,,178.45,,174.55,,114.62,,118.4,,109.96,0.0,3.975,7.376,True,246.0,174.0,21.0,210.0,0.0,0.0,255.0
30.189,Weightlifting,Snatch,Side View,Turnover,Detected,,178.45,,174.55,,116.28,,115.91,,109.72,0.0,3.975,7.376,True,246.0,175.0,21.0,209.0,-16.39,0.0,255.0
30.253,Weightlifting,Snatch,Side View,Turnover,Detected,,177.8,,174.55,,116.28,,109.25,,105.98,0.65,3.826,7.558,True,246.0,176.0,21.0,208.0,-15.66,0.0,255.0
30.316,Weightlifting,Snatch,Side View,Turnover,Detected,,177.82,,174.55,,114.62,,101.24,,95.69,0.98,3.85,7.558,True,246.0,176.0,21.0,208.0,0.0,0.0,255.0
30.378,Weightlifting,Snatch,Side View,Turnover,Detected,,177.82,,174.54,,114.62,,101.23,,95.69,0.98,3.95,7.466,True,246.0,176.0,21.0,208.0,0.0,0.0,255.0
30.441,Weightlifting,Snatch,Side View,Turnover,Detected,,178.48,,174.44,,113.55,,105.29,,100.98,0.98,3.95,7.466,True,246.0,178.0,21.0,206.0,-31.84,0.0,255.0
30.501,Weightlifting,Snatch,Side View,Turnover,Detected,,178.48,,174.44,,113.55,,112.55,,108.0,0.98,3.899,7.466,True,246.0,178.0,21.0,206.0,0.0,0.0,255.0
30.566,Weightlifting,Snatch,Side View,Turnover,Detected,,179.13,,174.44,,113.55,,135.0,,119.48,0.64,3.899,7.466,True,242.0,178.0,17.0,206.0,0.0,-61.68,255.0
30.635,Weightlifting,Snatch,Side View,Turnover,Detected,,177.63,,175.31,,112.63,,134.37,,119.48,1.27,3.875,7.951,True,241.0,178.0,16.0,206.0,0.0,-14.61,255.0
30.692,Weightlifting,Snatch,Side View,Turnover,Detected,,179.75,,174.44,,112.63,,149.65,,129.38,0.31,3.875,7.951,True,241.0,179.0,16.0,205.0,-17.12,0.0,255.0
30.754,Weightlifting,Snatch,Side View,Turnover,Detected,,179.75,,174.44,,112.63,,157.42,,136.82,0.31,3.875,7.749,True,242.0,180.0,17.0,204.0,-16.38,16.38,255.0
30.817,Weightlifting,Snatch,Side View,Turnover,Detected,,179.76,,174.34,,112.53,,154.05,,135.0,0.31,3.875,7.749,True,242.0,180.0,17.0,204.0,0.0,0.0,255.0
30.889,Weightlifting,Snatch,Side View,Turnover,Detected,,179.62,,174.34,,112.53,,162.8,,143.13,0.0,3.875,7.652,True,242.0,180.0,17.0,204.0,0.0,0.0,255.0
30.946,Weightlifting,Snatch,Side View,Turnover,Detected,,179.25,,176.88,,115.15,,160.66,,139.76,0.62,3.875,7.652,True,244.0,180.0,19.0,204.0,0.0,35.52,255.0
31.011,Weightlifting,Snatch,Side View,Turnover,Detected,,178.63,,176.81,,116.71,,156.51,,135.0,0.93,3.875,7.202,True,245.0,181.0,20.0,203.0,-15.38,15.38,255.0
31.071,Weightlifting,Snatch,Side View,Turnover,Detected,,177.16,,176.02,,115.15,,160.49,,130.24,1.86,3.875,7.202,True,245.0,180.0,20.0,204.0,16.62,0.0,255.0
31.133,Weightlifting,Snatch,Side View,Turnover,Detected,,177.77,,175.94,,115.08,,153.33,,123.69,1.55,3.875,6.957,True,245.0,180.0,20.0,204.0,0.0,0.0,255.0
31.197,Weightlifting,Snatch,Side View,Turnover,Detected,,176.96,,174.37,,114.35,,153.99,,118.94,1.52,3.875,6.957,True,246.0,179.0,21.0,205.0,15.71,15.71,255.0
31.259,Weightlifting,Snatch,Side View,Turnover,Detected,,176.99,,174.37,,114.35,,147.48,,120.5,1.81,3.875,7.376,True,247.0,179.0,22.0,205.0,0.0,16.29,255.0
31.318,Weightlifting,Snatch,Side View,Turnover,Detected,,176.99,,174.37,,114.35,,156.45,,108.43,1.82,3.875,7.376,True,247.0,177.0,22.0,207.0,33.69,0.0,255.0
31.384,Weightlifting,Snatch,Side View,Turnover,Detected,,177.05,,173.57,,111.87,,146.92,,98.97,2.08,3.875,7.466,True,249.0,176.0,24.0,208.0,15.09,30.18,255.0
31.449,Weightlifting,Snatch,Side View,Turnover,Detected,,174.96,,172.83,,111.96,,141.94,,78.69,2.4,3.875,7.466,True,252.0,178.0,27.0,206.0,-31.54,47.31,255.0
31.507,Weightlifting,Snatch,Side View,Turnover,Detected,,173.76,,172.74,,111.87,,146.12,,77.28,2.11,3.85,7.849,True,252.0,178.0,27.0,206.0,0.0,0.0,255.0
31.569,Weightlifting,Snatch,Side View,Turnover,Detected,,174.91,,172.74,,111.87,,106.79,,87.27,1.52,3.85,7.849,True,253.0,180.0,28.0,204.0,-31.98,15.99,255.0
31.635,Weightlifting,Snatch,Side View,Turnover,Detected,,174.9,,172.73,,111.87,,87.92,,65.22,1.83,3.924,7.558,True,252.0,183.0,27.0,201.0,-45.44,-15.15,255.0
31.696,Weightlifting,Snatch,Side View,Turnover,Detected,,170.69,,172.82,,110.22,,98.47,,65.56,3.96,3.924,7.558,True,256.0,183.0,31.0,201.0,0.0,65.4,255.0
31.757,Weightlifting,Snatch,Side View,Turnover,Detected,,170.93,,173.66,,110.22,,108.53,,79.48,4.26,3.899,7.466,True,258.0,182.0,33.0,202.0,16.61,33.22,255.0
31.821,Weightlifting,Snatch,Side View,Turnover,Detected,,171.53,,173.66,,110.22,,116.91,,90.0,3.93,3.899,7.466,True,257.0,180.0,32.0,204.0,31.64,-15.82,255.0
31.886,Weightlifting,Snatch,Side View,Turnover,Detected,,172.13,,173.75,,109.46,,124.44,,98.13,3.93,3.875,7.202,True,256.0,179.0,31.0,205.0,15.19,-15.19,255.0
31.947,Weightlifting,Snatch,Side View,Turnover,Detected,,171.35,,173.75,,110.31,,38.91,,20.13,4.0,3.875,7.202,True,257.0,180.0,32.0,204.0,-16.42,16.42,255.0
32.007,Weightlifting,Snatch,Side View,Turnover,Detected,,171.35,,174.45,,113.7,,31.85,,15.35,3.69,3.899,7.849,True,257.0,181.0,32.0,203.0,-16.57,0.0,255.0
32.069,Weightlifting,Snatch,Side View,Turnover,Detected,,169.92,,176.16,,113.7,,81.24,,47.64,4.94,3.899,7.849,True,268.0,178.0,43.0,206.0,48.02,176.06,255.0
32.135,Weightlifting,Snatch,Side View,Turnover,Detected,,169.18,,176.16,,113.7,,92.52,,56.49,5.28,3.85,7.558,True,270.0,178.0,45.0,206.0,0.0,30.94,255.0
32.194,Weightlifting,Snatch,Side View,Turnover,Detected,,170.28,,176.16,,113.7,,92.69,,64.33,4.69,3.85,7.558,True,267.0,178.0,42.0,206.0,0.0,-49.65,255.0
32.257,Weightlifting,Snatch,Side View,Turnover,Detected,,170.92,,176.26,,113.77,,100.81,,,4.69,3.85,7.749,True,265.0,176.0,40.0,208.0,32.02,-32.02,255.0
32.324,Weightlifting,Snatch,Side View,Turnover,Detected,,172.06,,177.24,,111.16,,96.5,,,4.64,3.85,7.749,True,267.0,176.0,42.0,208.0,0.0,29.93,255.0
32.381,Weightlifting,Snatch,Side View,Turnover,Detected,,170.97,,177.24,,110.31,,111.68,,,5.53,3.875,7.849,True,269.0,175.0,44.0,209.0,17.65,35.29,255.0
32.446,Weightlifting,Snatch,Side View,Catch,Detected,,174.88,,177.24,,110.31,,60.9,,,3.84,3.899,7.849,True,267.0,193.0,42.0,191.0,-274.81,-30.53,255.0
32.506,Weightlifting,Snatch,Side View,Not Detected,Detected,,173.48,,176.39,,110.31,,42.0,,,4.45,3.875,7.558,False,,,,,,,
32.569,Weightlifting,Snatch,Side View,Not Detected,Detected,,172.12,,176.46,,112.08,,47.24,,,3.84,3.875,7.558,False,,,,,,,
32.631,Weightlifting,Snatch,Side View,Not Detected,Detected,,171.34,,176.43,,112.08,,45.96,,,3.86,3.85,7.376,False,,,,,,,
32.695,Weightlifting,Snatch,Side View,Not Detected,Detected,,171.11,,177.35,,113.72,,54.6,,,4.04,3.85,7.376,False,,,,,,,
32.756,Weightlifting,Snatch,Side View,Not Detected,Detected,,170.3,,177.35,,113.72,,57.38,,,4.76,3.826,7.749,False,,,,,,,
32.817,Weightlifting,Snatch,Side View,Not Detected,Detected,,170.61,,177.34,,114.72,,52.1,,,4.18,3.802,7.749,False,,,,,,,
32.879,Weightlifting,Snatch,Side View,Not Detected,Detected,,172.72,,177.45,,113.11,,,,,3.51,3.756,7.652,False,,,,,,,
32.944,Weightlifting,Snatch,Side View,Not Detected,Detected,,176.12,,176.63,,113.17,,52.04,,,1.77,3.802,7.652,False,,,,,,,
33.007,Weightlifting,Snatch,Side View,Not Detected,Detected,,174.81,,176.63,,112.28,,48.3,,,1.76,3.644,7.849,False,,,,,,,
33.069,Weightlifting,Snatch,Side View,Not Detected,Detected,,173.44,,176.63,,110.58,,,,,2.13,3.733,7.849,False,,,,,,,
33.134,Weightlifting,Snatch,Side View,Not Detected,Detected,,174.32,,177.51,,109.65,,,,,2.15,3.459,7.951,False,,,,,,,
33.197,Weightlifting,Snatch,Side View,Not Detected,Detected,,173.44,,176.63,,109.65,,,,,2.13,3.498,7.951,False,,,,,,,
33.258,Weightlifting,Snatch,Side View,Not Detected,Detected,,172.75,,176.63,,109.65,,,,,2.51,3.364,7.118,False,,,,,,,
33.322,Weightlifting,Snatch,Side View,Not Detected,Detected,,172.22,,176.66,,109.65,,,,,2.83,3.382,7.118,False,,,,,,,
33.384,Weightlifting,Snatch,Side View,Not Detected,Detected,,170.77,,175.7,,110.45,,44.82,,,3.16,3.327,,False,,,,,,,
33.446,Weightlifting,Snatch,Side View,Not Detected,Detected,,170.0,,177.49,,108.56,,50.56,,,4.34,3.309,,False,,,,,,,
33.509,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.3,,175.89,,105.87,,58.52,,,5.06,3.291,7.037,False,,,,,,,
33.57,Weightlifting,Snatch,Side View,Not Detected,Detected,,170.2,,175.86,,105.87,,17.71,,,4.4,3.291,7.037,False,,,,,,,
33.631,Weightlifting,Snatch,Side View,Not Detected,Detected,,169.16,,174.31,,107.17,,21.52,,,4.83,3.382,7.288,False,,,,,,,
33.696,Weightlifting,Snatch,Side View,Not Detected,Detected,,169.14,,173.58,,106.44,,19.87,,,4.83,3.382,7.288,False,,,,,,,
33.757,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.38,,171.09,,107.61,,18.08,,,5.19,3.401,7.202,False,,,,,,,
33.821,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.64,,172.69,,111.14,,18.48,,,6.6,3.382,7.202,False,,,,,,,
33.881,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.64,,171.97,,108.54,,18.07,,,6.64,3.309,7.749,False,,,,,,,
33.947,Weightlifting,Snatch,Side View,Not Detected,Detected,,166.81,,171.04,,112.13,,14.34,,,8.13,3.309,7.749,False,,,,,,,
34.007,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.48,,170.19,,111.12,,18.58,,,6.71,3.382,7.849,False,,,,,,,
34.069,Weightlifting,Snatch,Side View,Not Detected,Detected,,173.41,,167.54,,111.12,,14.15,,,5.56,3.364,7.849,False,,,,,,,
34.134,Weightlifting,Snatch,Side View,Not Detected,Detected,,172.95,,166.25,,111.85,,4.44,,,5.89,3.364,7.652,False,,,,,,,
34.195,Weightlifting,Snatch,Side View,Not Detected,Detected,,167.81,,165.96,,112.49,,2.27,,,6.94,3.364,7.652,False,,,,,,,
34.256,Weightlifting,Snatch,Side View,Turnover,Detected,,167.12,,165.07,,111.36,,8.5,,,7.31,3.439,7.749,True,254.0,207.0,29.0,177.0,-7.73,-7.18,255.0
34.318,Weightlifting,Snatch,Side View,Catch,Detected,,169.87,,167.72,,109.81,,5.44,,,6.77,3.42,7.749,True,254.0,254.0,29.0,130.0,-750.87,0.0,255.0
34.381,Weightlifting,Snatch,Side View,Second Pull,Detected,,170.81,,167.9,,109.06,,3.76,,,6.77,3.478,7.749,True,260.0,247.0,35.0,137.0,111.73,95.76,255.0
34.444,Weightlifting,Snatch,Side View,Not Detected,Detected,,168.78,,155.09,,96.91,,5.56,,,2.55,3.478,7.749,False,,,,,,,
34.506,Weightlifting,Snatch,Side View,Not Detected,Detected,,172.95,,164.05,,100.85,,5.41,,,2.17,3.644,7.951,False,,,,,,,
34.568,Weightlifting,Snatch,Side View,Transition,Detected,,177.24,,173.99,,115.56,,0.98,,,7.13,3.644,7.951,True,254.0,287.0,29.0,97.0,-213.5,-32.03,255.0
34.631,Weightlifting,Snatch,Side View,Transition,Detected,,176.95,,174.61,,114.16,,5.98,,,7.64,3.666,7.118,True,253.0,279.0,28.0,105.0,128.22,-16.03,255.0
34.696,Weightlifting,Snatch,Side View,Transition,Detected,,179.4,,179.03,,109.81,,6.27,,,8.83,3.688,7.118,True,254.0,283.0,29.0,101.0,-61.76,15.44,255.0
34.757,Weightlifting,Snatch,Side View,Transition,Detected,,179.53,,179.25,,110.63,,6.91,,,9.58,3.733,7.466,True,254.0,279.0,29.0,105.0,65.35,0.0,255.0
34.825,Weightlifting,Snatch,Side View,Transition,Detected,,179.41,,179.54,,108.87,,6.52,,,9.87,3.733,7.466,True,253.0,285.0,28.0,99.0,-88.99,-14.83,255.0
34.883,Weightlifting,Snatch,Side View,Transition,Detected,,179.69,,179.86,,109.07,,8.91,,,9.69,3.733,7.951,True,253.0,281.0,28.0,103.0,68.93,0.0,255.0
34.945,Weightlifting,Snatch,Side View,Transition,Detected,,178.82,,179.76,,108.97,,9.5,,,10.77,3.733,7.951,True,250.0,288.0,25.0,96.0,-110.9,-47.53,255.0
35.006,Weightlifting,Snatch,Side View,Transition,Detected,,179.9,,178.31,,111.6,,9.22,,,10.7,3.733,7.288,True,251.0,287.0,26.0,97.0,16.52,16.52,255.0
35.07,Weightlifting,Snatch,Side View,Transition,Detected,,178.95,,179.17,,112.56,,6.36,,,11.73,3.733,7.288,True,251.0,289.0,26.0,95.0,-31.24,0.0,255.0
35.131,Weightlifting,Snatch,Side View,Transition,Detected,,178.64,,174.83,,111.81,,4.17,,,12.68,3.733,7.558,True,252.0,287.0,27.0,97.0,32.72,16.36,255.0
35.194,Weightlifting,Snatch,Side View,Transition,Detected,,176.28,,174.22,,120.26,,4.55,,,13.62,3.71,7.558,True,249.0,285.0,24.0,99.0,31.65,-47.48,255.0
35.26,Weightlifting,Snatch,Side View,Transition,Detected,,175.71,,176.23,,118.82,,2.53,,,13.54,3.688,7.652,True,248.0,286.0,23.0,98.0,-15.22,-15.22,255.0
35.325,Weightlifting,Snatch,Side View,Transition,Detected,,172.46,,179.05,,120.04,,12.56,,,15.26,3.688,7.652,True,240.0,285.0,15.0,99.0,15.44,-123.48,255.0
