time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px
51.825,Weightlifting,Snatch,Side View,Turnover,Detected,166.44,174.12,177.35,173.23,152.95,144.39,26.88,28.0,58.18,29.98,1.15,3.875,7.652,True,109.0,244.0,-116.0,140.0,0.0,0.0,255.0
51.888,Weightlifting,Snatch,Side View,Turnover,Detected,166.44,174.12,176.5,173.27,149.68,140.82,25.6,28.4,59.47,26.57,1.15,3.875,7.652,True,107.0,243.0,-118.0,141.0,15.85,-31.7,255.0
51.948,Weightlifting,Snatch,Side View,Turnover,Detected,167.19,175.88,177.35,172.39,155.44,139.19,24.85,27.12,57.46,21.26,1.15,3.899,7.849,True,107.0,242.0,-118.0,142.0,16.66,0.0,255.0
52.011,Weightlifting,Snatch,Side View,Turnover,Detected,167.29,175.76,175.65,172.43,147.34,139.15,24.29,27.25,58.23,17.99,0.77,3.899,7.849,True,106.0,242.0,-119.0,142.0,0.0,-16.03,255.0
52.072,Weightlifting,Snatch,Side View,Turnover,Detected,168.24,176.58,174.81,171.6,149.68,140.78,24.2,27.65,60.31,26.57,0.76,3.924,7.749,True,107.0,242.0,-118.0,142.0,0.0,16.18,255.0
52.134,Weightlifting,Snatch,Side View,Turnover,Detected,169.09,175.76,173.66,173.27,148.88,141.4,22.87,27.65,61.13,23.84,0.76,3.924,7.749,True,107.0,242.0,-118.0,142.0,0.0,0.0,255.0
52.2,Weightlifting,Snatch,Side View,Turnover,Detected,170.68,175.01,172.66,173.27,149.54,141.4,23.45,26.79,59.81,22.98,1.53,3.875,7.466,True,107.0,242.0,-118.0,142.0,0.0,0.0,255.0
52.261,Weightlifting,Snatch,Side View,Turnover,Detected,171.56,175.01,172.67,173.29,151.8,141.63,23.45,28.0,60.31,19.53,1.53,3.875,7.466,True,106.0,241.0,-119.0,143.0,16.18,-16.18,255.0
52.322,Weightlifting,Snatch,Side View,Turnover,Detected,171.56,175.01,172.67,173.29,149.61,140.1,23.45,28.0,60.31,19.53,1.53,3.924,7.376,True,106.0,241.0,-119.0,143.0,0.0,0.0,255.0
52.385,Weightlifting,Snatch,Side View,Turnover,Detected,171.65,173.99,171.97,175.03,149.75,140.78,24.2,28.13,60.31,17.5,1.15,3.924,7.376,True,106.0,241.0,-119.0,143.0,0.0,0.0,255.0
52.448,Weightlifting,Snatch,Side View,Turnover,Detected,172.3,175.56,171.97,174.22,150.56,146.5,24.85,28.57,59.0,16.31,1.16,3.899,7.202,True,105.0,241.0,-120.0,143.0,0.0,-16.09,255.0
52.51,Weightlifting,Snatch,Side View,Turnover,Detected,171.56,175.56,173.93,175.1,149.89,141.71,24.29,28.57,60.31,16.31,0.77,3.899,7.202,True,105.0,241.0,-120.0,143.0,0.0,0.0,255.0
52.574,Weightlifting,Snatch,Side View,Turnover,Detected,171.56,174.87,174.03,175.03,148.96,139.9,24.29,27.75,60.77,16.04,1.16,3.85,7.202,True,104.0,241.0,-121.0,143.0,0.0,-15.75,255.0
52.636,Weightlifting,Snatch,Side View,Turnover,Detected,173.25,174.05,172.25,176.74,149.89,140.46,23.91,27.75,59.15,16.04,1.16,3.85,7.202,True,104.0,241.0,-121.0,143.0,0.0,0.0,255.0
52.698,Weightlifting,Snatch,Side View,Turnover,Detected,172.5,175.63,172.25,175.93,152.23,141.8,24.66,26.99,59.15,16.04,0.39,3.826,7.376,True,104.0,241.0,-121.0,143.0,0.0,0.0,255.0
52.762,Weightlifting,Snatch,Side View,Turnover,Detected,175.07,175.71,168.93,175.83,149.15,141.83,24.66,26.99,57.74,16.04,0.39,3.826,7.376,True,104.0,240.0,-121.0,144.0,15.72,0.0,255.0
52.826,Weightlifting,Snatch,Side View,Turnover,Detected,175.07,175.58,169.04,175.81,144.81,141.84,24.66,27.11,58.26,13.31,0.39,3.875,7.376,True,103.0,240.0,-122.0,144.0,0.0,-15.47,255.0
52.891,Weightlifting,Snatch,Side View,Turnover,Detected,175.81,175.58,168.3,176.69,144.92,139.27,25.15,27.11,59.73,13.31,0.39,3.85,7.376,True,102.0,240.0,-123.0,144.0,0.0,-15.69,255.0
52.948,Weightlifting,Snatch,Side View,Turnover,Detected,175.88,175.65,168.34,176.59,142.93,140.99,25.15,27.11,59.73,11.71,0.39,3.875,7.466,True,102.0,240.0,-123.0,144.0,0.0,0.0,255.0
53.013,Weightlifting,Snatch,Side View,Turnover,Detected,178.46,176.43,166.62,177.41,145.03,138.48,25.19,26.34,58.84,11.71,0.39,3.875,7.466,True,102.0,240.0,-123.0,144.0,0.0,0.0,255.0
53.073,Weightlifting,Snatch,Side View,Turnover,Detected,176.85,176.24,168.29,177.48,150.28,138.48,26.35,27.63,60.31,13.18,0.0,3.924,7.558,True,102.0,240.0,-123.0,144.0,0.0,0.0,255.0
53.135,Weightlifting,Snatch,Side View,Turnover,Detected,176.85,175.4,168.29,179.11,144.87,137.69,27.63,27.63,59.02,10.53,0.0,3.924,7.558,True,102.0,240.0,-123.0,144.0,0.0,0.0,255.0
53.201,Weightlifting,Snatch,Side View,Turnover,Detected,177.71,175.4,167.52,179.11,144.96,137.69,26.35,27.63,60.31,12.14,0.0,3.899,7.466,True,101.0,240.0,-124.0,144.0,0.0,-15.17,255.0
53.261,Weightlifting,Snatch,Side View,Turnover,Detected,176.66,175.34,170.85,179.22,146.23,139.33,26.05,28.79,58.84,12.02,0.0,3.899,7.466,True,101.0,240.0,-124.0,144.0,0.0,0.0,255.0
53.326,Weightlifting,Snatch,Side View,Turnover,Detected,176.59,174.51,171.69,179.11,146.98,138.49,26.05,28.79,59.27,12.02,0.0,3.875,7.376,True,101.0,240.0,-124.0,144.0,0.0,0.0,255.0
53.388,Weightlifting,Snatch,Side View,Turnover,Detected,177.62,173.86,171.58,179.05,145.07,138.43,25.94,28.29,57.48,13.18,0.39,3.875,7.376,True,101.0,239.0,-124.0,145.0,15.77,0.0,255.0
53.45,Weightlifting,Snatch,Side View,Turnover,Detected,177.62,175.46,172.4,179.27,145.89,142.3,24.66,27.51,56.44,13.18,0.0,3.899,7.202,True,101.0,239.0,-124.0,145.0,0.0,0.0,255.0
53.516,Weightlifting,Snatch,Side View,Turnover,Detected,177.62,176.88,172.38,178.52,147.01,142.3,25.94,26.84,55.71,10.53,0.39,3.899,7.202,True,100.0,239.0,-125.0,145.0,0.0,-15.05,255.0
53.577,Weightlifting,Snatch,Side View,Turnover,Detected,179.31,176.07,169.03,179.82,145.35,139.7,25.94,28.0,56.22,12.02,0.39,3.875,7.558,True,99.0,239.0,-126.0,145.0,0.0,-16.42,255.0
53.637,Weightlifting,Snatch,Side View,Turnover,Detected,179.31,175.25,169.82,178.15,147.22,140.6,24.66,28.0,56.99,9.37,0.39,3.875,7.558,True,99.0,239.0,-126.0,145.0,0.0,0.0,255.0
53.704,Weightlifting,Snatch,Side View,Turnover,Detected,179.31,174.46,169.79,178.15,149.96,142.41,24.66,27.63,56.99,7.74,0.0,3.826,7.652,True,98.0,239.0,-127.0,145.0,0.0,-14.82,255.0
53.763,Weightlifting,Snatch,Side View,Turnover,Detected,178.98,174.63,170.53,178.2,148.18,137.58,25.6,27.51,57.53,10.53,0.39,3.826,7.652,True,98.0,239.0,-127.0,145.0,0.0,0.0,255.0
58.995,Weightlifting,Snatch,Side View,Turnover,Not Detected,,,,,,,,,,,,,,False,,,,,,,
